error_type,text_id,predicted_text,predicted_label,gold_text,gold_label
spurious_entity,67,"635,000 tonnes",QUANTITY,,
spurious_entity,67,$28 million,MONEY,,
spurious_entity,67,annually,DATE,,
spurious_entity,68,Medina al-Munawwarah,GPE,,
spurious_entity,68,2023,DATE,,
spurious_entity,68,3-degree,QUANTITY,,
spurious_entity,68,2027,DATE,,
spurious_entity,68,Saudi Arabia's,GPE,,
spurious_entity,68,$2 billion,MONEY,,
spurious_entity,69,Egypt,GPE,,
spurious_entity,69,National Adaptation Plan,ORG,,
spurious_entity,69,the Nile Delta,LOC,,
spurious_entity,69,50%,PERCENT,,
spurious_entity,69,$3.5 billion,MONEY,,
spurious_entity,69,the Agricultural Research Centre,ORG,,
spurious_entity,69,Delta,ORG,,
spurious_entity,69,60%,PERCENT,,
spurious_entity,69,Egypt,GPE,,
spurious_entity,69,40%,PERCENT,,
spurious_entity,69,40 million,CARDINAL,,
spurious_entity,70,Middle Eastern,NORP,,
spurious_entity,70,3 to 8 degrees Celsius,QUANTITY,,
spurious_entity,70,Amman,GPE,,
spurious_entity,70,Riyadh,GPE,,
spurious_entity,70,Baghdad,GPE,,
spurious_entity,71,UNEP,ORG,,
spurious_entity,71,Emissions Gap Report,ORG,,
spurious_entity,71,2023,DATE,,
spurious_entity,71,2.5,CARDINAL,,
spurious_entity,71,2.9 degrees,QUANTITY,,
spurious_entity,71,2100,DATE,,
spurious_entity,71,2.0 degrees,QUANTITY,,
spurious_entity,71,the Paris Agreement,EVENT,,
spurious_entity,71,42%,PERCENT,,
spurious_entity,71,2030,DATE,,
spurious_entity,71,57%,PERCENT,,
spurious_entity,71,2035,DATE,,
spurious_entity,71,2019,DATE,,
spurious_entity,72,Jordan,GPE,,
spurious_entity,72,Israel,GPE,,
spurious_entity,72,the Palestinian Authority,ORG,,
spurious_entity,72,300 million cubic meters,QUANTITY,,
spurious_entity,72,Dead Sea,LOC,,
spurious_entity,72,$10 billion,MONEY,,
spurious_entity,72,800 megawatts,QUANTITY,,
spurious_entity,72,400-meter,QUANTITY,,
spurious_entity,72,the Red Sea,LOC,,
spurious_entity,72,2024,DATE,,
spurious_entity,72,World Bank,ORG,,
spurious_entity,73,The Lancet Planetary Health,ORG,,
spurious_entity,73,35 degrees,QUANTITY,,
spurious_entity,73,12%,PERCENT,,
spurious_entity,73,the Middle East,LOC,,
spurious_entity,73,South Asia,LOC,,
spurious_entity,73,$2.4 trillion,MONEY,,
spurious_entity,73,annually,DATE,,
spurious_entity,73,2030,DATE,,
spurious_entity,73,Jordan,PERSON,,
spurious_entity,73,40%,PERCENT,,
spurious_entity,73,months,DATE,,
spurious_entity,74,Antarctic,ORG,,
spurious_entity,74,26.0 million square kilometers,QUANTITY,,
spurious_entity,74,"September 21, 2023",DATE,,
spurious_entity,74,12th,ORDINAL,,
spurious_entity,74,1979,DATE,,
spurious_entity,74,the Montreal Protocol,ORG,,
spurious_entity,74,approximately 2066,DATE,,
spurious_entity,74,Antarctica,LOC,,
spurious_entity,74,NOAA,ORG,,
spurious_entity,74,NASA,ORG,,
spurious_entity,75,Mediterranean,LOC,,
spurious_entity,75,5-15%,PERCENT,,
spurious_entity,75,2050,DATE,,
spurious_entity,75,Jordan,GPE,,
spurious_entity,75,Al Tafila,PERSON,,
spurious_entity,75,38,CARDINAL,,
spurious_entity,75,117 megawatts,QUANTITY,,
spurious_entity,75,"approximately 80,000",CARDINAL,,
spurious_entity,75,Jordanian,NORP,,
spurious_entity,75,annually,DATE,,
spurious_entity,76,The Intergovernmental Panel on Climate Change Special Report,ORG,,
spurious_entity,76,90%,PERCENT,,
spurious_entity,76,1970,DATE,,
spurious_entity,76,Marine,ORG,,
spurious_entity,76,1982,DATE,,
spurious_entity,76,20 to 50,CARDINAL,,
spurious_entity,76,2 degrees,QUANTITY,,
spurious_entity,77,October 2023,DATE,,
spurious_entity,77,the African Group of Negotiators,ORG,,
spurious_entity,77,$1.3 trillion,MONEY,,
spurious_entity,77,annual,DATE,,
spurious_entity,77,2030,DATE,,
spurious_entity,77,approximately $100 billion,MONEY,,
spurious_entity,77,Africa,LOC,,
spurious_entity,77,only 3.8%,PERCENT,,
spurious_entity,77,$50 billion,MONEY,,
spurious_entity,77,100,MONEY,,
spurious_entity,77,2030,DATE,,
spurious_entity,78,Jordan,GPE,,
spurious_entity,78,Azraq,ORG,,
spurious_entity,78,"approximately 43,000",CARDINAL,,
spurious_entity,78,Syrian,NORP,,
spurious_entity,78,first,ORDINAL,,
spurious_entity,78,2017,DATE,,
spurious_entity,78,12.9-megawatt,QUANTITY,,
spurious_entity,78,UNHCR,ORG,,
spurious_entity,78,IKEA Foundation,ORG,,
spurious_entity,78,$5.5 million,MONEY,,
spurious_entity,78,annually,DATE,,
spurious_entity,78,14 hours,TIME,,
spurious_entity,78,only 8 hours,TIME,,
spurious_entity,123,The United Nations Environment Programme,ORG,,
spurious_entity,123,2023,DATE,,
spurious_entity,123,Global Methane Assessment,WORK_OF_ART,,
spurious_entity,123,45%,PERCENT,,
spurious_entity,123,2030,DATE,,
spurious_entity,123,three,CARDINAL,,
spurious_entity,123,UNEP,ORG,,
spurious_entity,123,0.3 degrees,QUANTITY,,
spurious_entity,123,mid-century,DATE,,
spurious_entity,124,The International Maritime Organization,ORG,,
spurious_entity,124,July 2023,DATE,,
spurious_entity,124,2050,DATE,,
spurious_entity,124,50%,PERCENT,,
spurious_entity,124,approximately 3%,PERCENT,,
spurious_entity,124,20%,PERCENT,,
spurious_entity,124,2030,DATE,,
spurious_entity,124,70%,PERCENT,,
spurious_entity,124,2040,DATE,,
spurious_entity,124,2008,DATE,,
spurious_entity,125,Nature Food,ORG,,
spurious_entity,125,approximately 34%,PERCENT,,
spurious_entity,125,14.5%,PERCENT,,
spurious_entity,125,up to 70%,PERCENT,,
spurious_entity,126,The World Resources Institute,ORG,,
spurious_entity,126,22.8 million,CARDINAL,,
spurious_entity,126,2023,DATE,,
spurious_entity,126,every 5 seconds,TIME,,
spurious_entity,126,3.7 million,CARDINAL,,
spurious_entity,126,Brazil,GPE,,
spurious_entity,126,the Democratic Republic of Congo,GPE,,
spurious_entity,126,Bolivia,GPE,,
spurious_entity,127,Jordan,GPE,,
spurious_entity,127,Ministry of Water and Irrigation,ORG,,
spurious_entity,127,the National Water Strategy,ORG,,
spurious_entity,127,2023-2040,DATE,,
spurious_entity,127,25%,PERCENT,,
spurious_entity,127,40%,PERCENT,,
spurious_entity,127,400 million cubic meters,QUANTITY,,
spurious_entity,127,annually,DATE,,
spurious_entity,127,the World Bank,ORG,,
spurious_entity,127,USAID,ORG,,
spurious_entity,127,German,NORP,,
spurious_entity,127,KfW,ORG,,
spurious_entity,127,$1.8 billion,MONEY,,
spurious_entity,128,"over 12,500",CARDINAL,,
spurious_entity,128,1 billion,CARDINAL,,
spurious_entity,128,32%,PERCENT,,
spurious_entity,128,2030,DATE,,
spurious_entity,128,approximately 70%,PERCENT,,
spurious_entity,129,the Middle East,LOC,,
spurious_entity,129,winter,DATE,,
spurious_entity,129,10-20%,PERCENT,,
spurious_entity,129,1960,DATE,,
spurious_entity,129,Earth,LOC,,
spurious_entity,129,the Eastern Mediterranean,LOC,,
spurious_entity,129,3.5,CARDINAL,,
spurious_entity,129,1900,DATE,,
spurious_entity,129,20%,PERCENT,,
spurious_entity,129,2050,DATE,,
spurious_entity,130,The Asian Development Bank,ORG,,
spurious_entity,130,$100 billion,MONEY,,
spurious_entity,130,2019-2030,DATE,,
spurious_entity,130,South,LOC,,
spurious_entity,130,Southeast Asia,LOC,,
spurious_entity,130,$250 million,MONEY,,
spurious_entity,130,Pakistan,GPE,,
spurious_entity,130,$180 million,MONEY,,
spurious_entity,130,India,GPE,,
spurious_entity,131,the Tibetan Plateau,LOC,,
spurious_entity,131,1.5 million square kilometers,QUANTITY,,
spurious_entity,131,Qinghai,GPE,,
spurious_entity,131,2006,DATE,,
spurious_entity,131,0.5 degrees Celsius,QUANTITY,,
spurious_entity,131,1980,DATE,,
spurious_entity,131,40%,PERCENT,,
spurious_entity,131,2100,DATE,,
spurious_entity,132,The European Investment Bank,ORG,,
spurious_entity,132,36 billion,CARDINAL,,
spurious_entity,132,2023,DATE,,
spurious_entity,132,58%,PERCENT,,
spurious_entity,132,4.5 billion,MONEY,,
spurious_entity,132,the North Sea,LOC,,
spurious_entity,132,2 billion,MONEY,,
spurious_entity,132,Poland,GPE,,
spurious_entity,132,500 million,CARDINAL,,
spurious_entity,132,Spain,GPE,,
spurious_entity,132,1 trillion,QUANTITY,,
spurious_entity,132,2030,DATE,,
spurious_entity,133,the Dead Sea,LOC,,
spurious_entity,133,60%,PERCENT,,
spurious_entity,133,1990,DATE,,
spurious_entity,133,the University of Jordan,ORG,,
spurious_entity,133,the Helmholtz Centre for Environmental Research,ORG,,
spurious_entity,133,The Dead Sea's,LOC,,
spurious_entity,133,31.5%,PERCENT,,
spurious_entity,133,34.2%,PERCENT,,
spurious_entity,133,three decades,DATE,,
spurious_entity,134,Indonesia,GPE,,
spurious_entity,134,"600,000",CARDINAL,,
spurious_entity,134,2025,DATE,,
spurious_entity,134,3,CARDINAL,,
spurious_entity,134,5,CARDINAL,,
spurious_entity,134,2024,DATE,,
spurious_entity,134,"130,000",CARDINAL,,
spurious_entity,134,FAO,ORG,,
spurious_entity,134,the Asian Development Bank,ORG,,
spurious_entity,137,The Global Commission on Adaptation,ORG,,
spurious_entity,137,$1.8 trillion,MONEY,,
spurious_entity,137,between 2020 and 2030,DATE,,
spurious_entity,137,five,CARDINAL,,
spurious_entity,137,$7.1 trillion,MONEY,,
spurious_entity,137,Ban Ki-moon,PERSON,,
spurious_entity,137,Bill Gates,PERSON,,
spurious_entity,138,the Alfred Wegener Institute,ORG,,
spurious_entity,138,Nature Climate Change,ORG,,
spurious_entity,138,Antarctic,LOC,,
spurious_entity,138,between 2012 and 2022,DATE,,
spurious_entity,138,the previous decade,DATE,,
spurious_entity,138,the Doomsday Glacier,PERSON,,
spurious_entity,138,2 kilometers,QUANTITY,,
spurious_entity,138,65 centimeters,QUANTITY,,
spurious_entity,138,West Antarctic Ice Sheet,LOC,,
spurious_entity,139,The Jordan River,LOC,,
spurious_entity,139,1.3 billion cubic meters,QUANTITY,,
spurious_entity,139,annually,DATE,,
spurious_entity,139,less than 100 million cubic meters,MONEY,,
spurious_entity,139,93%,PERCENT,,
spurious_entity,139,Israel,GPE,,
spurious_entity,139,Jordan,GPE,,
spurious_entity,139,Syria,GPE,,
spurious_entity,139,Friends of the Earth Middle East,ORG,,
spurious_entity,140,Kenya,GPE,,
spurious_entity,140,Africa,LOC,,
spurious_entity,140,Olkaria,GPE,,
spurious_entity,140,the Great Rift Valley,FAC,,
spurious_entity,140,863 megawatts,QUANTITY,,
spurious_entity,140,45%,PERCENT,,
spurious_entity,140,95%,PERCENT,,
spurious_entity,140,Kenya,GPE,,
spurious_entity,140,"5,000 megawatts",QUANTITY,,
spurious_entity,140,2030,DATE,,
spurious_entity,140,the African Union,ORG,,
spurious_entity,140,the Japan International Cooperation Agency,ORG,,
spurious_entity,142,IPCC,ORG,,
spurious_entity,142,Working Group III,ORG,,
spurious_entity,142,21%,PERCENT,,
spurious_entity,142,zero,CARDINAL,,
spurious_entity,142,2030,DATE,,
spurious_entity,142,2-3%,PERCENT,,
spurious_entity,142,75-90%,PERCENT,,
spurious_entity,143,December 2023,DATE,,
spurious_entity,143,the United Nations,ORG,,
spurious_entity,143,2025,DATE,,
spurious_entity,143,the International Year of Glaciers,EVENT,,
spurious_entity,143,Over 200 million,CARDINAL,,
spurious_entity,143,Hindu,NORP,,
spurious_entity,143,Kush Himalayan,PERSON,,
spurious_entity,143,ten,CARDINAL,,
spurious_entity,143,Asia,LOC,,
spurious_entity,144,Red Sea,LOC,,
spurious_entity,144,Science Advances,ORG,,
spurious_entity,144,the Gulf of Aqaba,FAC,,
spurious_entity,144,4-5 degrees,QUANTITY,,
spurious_entity,144,Jordan,GPE,,
spurious_entity,144,Saudi Arabia,GPE,,
spurious_entity,144,Red Sea,LOC,,
spurious_entity,147,The World Glacier Monitoring Service,ORG,,
spurious_entity,147,over 1 meter,QUANTITY,,
spurious_entity,147,2023,DATE,,
spurious_entity,147,Swiss,NORP,,
spurious_entity,147,10%,PERCENT,,
spurious_entity,147,the past two years,DATE,,
spurious_entity,147,The Aletsch Glacier,PERSON,,
spurious_entity,147,Alps,LOC,,
spurious_entity,147,3 kilometers,QUANTITY,,
spurious_entity,147,1900,DATE,,
spurious_entity,147,80%,PERCENT,,
spurious_entity,147,2100,CARDINAL,,
spurious_entity,148,the Jordan Valley,LOC,,
spurious_entity,148,15-30%,PERCENT,,
spurious_entity,148,40%,PERCENT,,
spurious_entity,148,FAO,ORG,,
spurious_entity,148,the Jordanian Ministry of Agriculture,ORG,,
spurious_entity,148,"10,000",CARDINAL,,
spurious_entity,148,2026,DATE,,
spurious_entity,151,the International Court of Justice,ORG,,
spurious_entity,151,March 2024,DATE,,
spurious_entity,151,Vanuatu,PERSON,,
spurious_entity,151,over 130,CARDINAL,,
spurious_entity,151,"Over 2,300",CARDINAL,,
spurious_entity,151,65,CARDINAL,,
spurious_entity,152,up to 90%,PERCENT,,
spurious_entity,152,Jordan,GPE,,
spurious_entity,152,20-megawatt,QUANTITY,,
spurious_entity,152,the King Talal Dam reservoir,ORG,,
spurious_entity,152,8 million cubic meters,QUANTITY,,
spurious_entity,154,The Global Adaptation Finance Tracker,ORG,,
spurious_entity,154,only 7%,PERCENT,,
spurious_entity,154,The Climate Justice Alliance,ORG,,
spurious_entity,154,Bangladesh,GPE,,
spurious_entity,154,Kenya,GPE,,
spurious_entity,154,Pacific Island,LOC,,
spurious_entity,155,the King Abdullah University of Science and Technology,ORG,,
spurious_entity,155,Saudi Arabia,GPE,,
spurious_entity,155,CRISPR,PERSON,,
spurious_entity,155,Tabuk,LOC,,
spurious_entity,155,85%,PERCENT,,
spurious_entity,155,three,CARDINAL,,
spurious_entity,155,the Middle East,LOC,,
spurious_entity,157,The Global Biodiversity Framework Monitor,ORG,,
spurious_entity,157,37%,PERCENT,,
spurious_entity,157,The Mediterranean Sea,LOC,,
spurious_entity,157,41%,PERCENT,,
spurious_entity,157,1970,DATE,,
spurious_entity,158,Jordan,PERSON,,
spurious_entity,158,the European Space Agency,ORG,,
spurious_entity,158,45,CARDINAL,,
spurious_entity,158,3,CARDINAL,,
spurious_entity,158,the Jordan Valley,LOC,,
spurious_entity,158,$12 million,MONEY,,
spurious_entity,158,March 2024,DATE,,
spurious_entity,158,"15,000",CARDINAL,,
spurious_entity,158,an estimated 22%,PERCENT,,
spurious_entity,158,the 2024 winter season,DATE,,
spurious_entity,160,45 million tonnes,QUANTITY,,
spurious_entity,160,2024,DATE,,
spurious_entity,160,the Global CCS Institute,ORG,,
spurious_entity,160,Gorgon,ORG,,
spurious_entity,160,Western Australia,LOC,,
spurious_entity,160,4 million tonnes,QUANTITY,,
spurious_entity,160,annually,DATE,,
spurious_entity,160,CCS,GPE,,
spurious_entity,161,OECD,ORG,,
spurious_entity,161,$1.3 trillion,MONEY,,
spurious_entity,161,2022,DATE,,
spurious_entity,161,2021,DATE,,
spurious_entity,161,IMF,ORG,,
spurious_entity,161,$7 trillion,MONEY,,
spurious_entity,161,7.1%,PERCENT,,
spurious_entity,162,threatens 40%,PERCENT,,
spurious_entity,162,Earth,LOC,,
spurious_entity,162,2 billion,CARDINAL,,
spurious_entity,162,12 million,CARDINAL,,
spurious_entity,162,annually,DATE,,
spurious_entity,162,$490 billion,MONEY,,
spurious_entity,162,The Sahara Desert,LOC,,
spurious_entity,162,10%,PERCENT,,
spurious_entity,162,1920,DATE,,
spurious_entity,162,Sahel,PERSON,,
spurious_entity,162,approximately 48 kilometers,QUANTITY,,
spurious_entity,164,$2.2 trillion,MONEY,,
spurious_entity,164,the end of 2023,DATE,,
spurious_entity,164,annual,DATE,,
spurious_entity,164,$575 billion,MONEY,,
spurious_entity,164,The European Union,ORG,,
spurious_entity,164,China,GPE,,
spurious_entity,164,the United States,GPE,,
spurious_entity,164,Jordan,PERSON,,
spurious_entity,164,first,ORDINAL,,
spurious_entity,164,2023,DATE,,
spurious_entity,164,$250 million,MONEY,,
spurious_entity,165,73,CARDINAL,,
spurious_entity,165,1 degree,QUANTITY,,
spurious_entity,165,3-5%,PERCENT,,
spurious_entity,167,The Global Heat Health Information Network,ORG,,
spurious_entity,167,2024 heatwave season,DATE,,
spurious_entity,167,El Nino,ORG,,
spurious_entity,167,the Northern Hemisphere,LOC,,
spurious_entity,167,the Middle East,LOC,,
spurious_entity,167,South Asia,LOC,,
spurious_entity,167,hours,TIME,,
spurious_entity,167,Amman,GPE,,
spurious_entity,167,Riyadh,GPE,,
spurious_entity,167,Baghdad,GPE,,
spurious_entity,168,up to 10%,PERCENT,,
spurious_entity,168,2050,DATE,,
spurious_entity,168,The Red Sea's,LOC,,
spurious_entity,168,Saudi Arabia,GPE,,
spurious_entity,168,500-megawatt,QUANTITY,,
spurious_entity,168,Neom,GPE,,
spurious_entity,168,Mediterranean,LOC,,
spurious_entity,168,Spain,GPE,,
spurious_entity,168,Italy,GPE,,
spurious_entity,168,Greece,GPE,,
spurious_entity,170,The Global Stocktake at COP28,WORK_OF_ART,,
spurious_entity,170,first,ORDINAL,,
spurious_entity,170,the Paris Agreement,EVENT,,
spurious_entity,170,2.4-2.6 degrees,QUANTITY,,
spurious_entity,170,2100,DATE,,
spurious_entity,170,non-CO2,NORP,,
spurious_entity,171,AI,GPE,,
spurious_entity,171,30-50%,PERCENT,,
spurious_entity,171,the Jordan Valley,LOC,,
spurious_entity,171,200,CARDINAL,,
spurious_entity,171,IoT,ORG,,
spurious_entity,171,35%,PERCENT,,
spurious_entity,171,GIZ,ORG,,
spurious_entity,171,the Jordanian Ministry of Agriculture,ORG,,
spurious_entity,173,The International Renewable Energy Agency,ORG,,
spurious_entity,173,0.049,MONEY,,
spurious_entity,173,2023,DATE,,
spurious_entity,173,89%,PERCENT,,
spurious_entity,173,2010,DATE,,
spurious_entity,173,0.033,MONEY,,
spurious_entity,173,80%,PERCENT,,
spurious_entity,173,The Middle East,LOC,,
spurious_entity,173,North Africa,GPE,,
spurious_entity,174,the Gulf of Aqaba,FAC,,
spurious_entity,174,23,CARDINAL,,
spurious_entity,174,Red Sea,LOC,,
spurious_entity,174,the University of Jordan,ORG,,
spurious_entity,174,the Aqaba Marine Science Station,ORG,,
spurious_entity,174,Indo-Pacific,ORG,,
spurious_entity,174,Jordanian,NORP,,
spurious_entity,174,Mediterranean,LOC,,
spurious_entity,176,NASA,ORG,,
spurious_entity,176,ESA,ORG,,
spurious_entity,176,GRACE-FO,ORG,,
spurious_entity,176,Sentinel,ORG,,
spurious_entity,176,the Middle East,LOC,,
spurious_entity,176,Arabian,NORP,,
spurious_entity,176,7.8 cubic kilometers,QUANTITY,,
spurious_entity,176,Jordan,GPE,,
spurious_entity,176,Saudi Arabia,GPE,,
spurious_entity,176,Iraq,GPE,,
spurious_entity,176,50 years,DATE,,
spurious_entity,177,The International Labour Organization,ORG,,
spurious_entity,177,80 million,CARDINAL,,
spurious_entity,177,2030,DATE,,
spurious_entity,177,the Middle East,LOC,,
spurious_entity,177,summer hours,TIME,,
spurious_entity,177,Qatar,GPE,,
spurious_entity,177,UAE,GPE,,
spurious_entity,177,Saudi Arabia,GPE,,
spurious_entity,177,Jordan,GPE,,
spurious_entity,177,first,ORDINAL,,
spurious_entity,177,June 2024,DATE,,
spurious_entity,179,African,NORP,,
spurious_entity,179,60%,PERCENT,,
spurious_entity,179,only 1.3%,PERCENT,,
spurious_entity,179,The African Union's Agenda,ORG,,
spurious_entity,179,2063,DATE,,
spurious_entity,179,"500-5,000",CARDINAL,,
spurious_entity,179,Africa,LOC,,
spurious_entity,179,50%,PERCENT,,
spurious_entity,179,2018,DATE,,
spurious_entity,180,Jordanian,NORP,,
spurious_entity,180,The Royal Scientific Society,ORG,,
spurious_entity,180,rainwater harvesting,PERSON,,
spurious_entity,180,Amman,GPE,,
spurious_entity,180,10 million cubic meters,QUANTITY,,
spurious_entity,180,annually,DATE,,
spurious_entity,180,"3,000",CARDINAL,,
spurious_entity,180,Jordan,GPE,,
spurious_entity,180,4 years,DATE,,
spurious_entity,182,The Coral Triangle Initiative,ORG,,
spurious_entity,182,six,CARDINAL,,
spurious_entity,182,Southeast Asian,NORP,,
spurious_entity,182,40 million,CARDINAL,,
spurious_entity,182,marine habitat,ORG,,
spurious_entity,182,2009,DATE,,
spurious_entity,182,76%,PERCENT,,
spurious_entity,182,120 million,CARDINAL,,
spurious_entity,182,annual,DATE,,
spurious_entity,182,2040,DATE,,
spurious_entity,183,12%,PERCENT,,
spurious_entity,183,2050,DATE,,
spurious_entity,183,the Hydrogen Council,ORG,,
spurious_entity,183,The Middle East's,LOC,,
spurious_entity,183,NEOM,ORG,,
spurious_entity,183,Saudi Arabia,GPE,,
spurious_entity,183,4,CARDINAL,,
spurious_entity,183,600 tonnes,QUANTITY,,
spurious_entity,183,Europe,LOC,,
spurious_entity,183,Asia,LOC,,
spurious_entity,185,The United Nations Industrial Development Organization,ORG,,
spurious_entity,185,28%,PERCENT,,
spurious_entity,185,2030,DATE,,
spurious_entity,185,6 million,CARDINAL,,
spurious_entity,185,Jordan,PERSON,,
spurious_entity,185,first,ORDINAL,,
spurious_entity,185,Hussein Bin Talal,PERSON,,
spurious_entity,185,12,CARDINAL,,
spurious_entity,187,India,GPE,,
spurious_entity,187,National Solar Mission,ORG,,
spurious_entity,187,70,CARDINAL,,
spurious_entity,187,2024,DATE,,
spurious_entity,187,280,CARDINAL,,
spurious_entity,187,2030,DATE,,
spurious_entity,187,The Bhadla Solar Park,ORG,,
spurious_entity,187,Rajasthan,GPE,,
spurious_entity,187,"14,000 acres",QUANTITY,,
spurious_entity,187,"2,245 megawatts",QUANTITY,,
spurious_entity,187,India,GPE,,
spurious_entity,187,0.038,MONEY,,
spurious_entity,189,only 6,CARDINAL,,
spurious_entity,189,40,CARDINAL,,
spurious_entity,189,Paris Agreement,FAC,,
spurious_entity,189,the United States,GPE,,
spurious_entity,189,China,GPE,,
spurious_entity,189,Russia,GPE,,
spurious_entity,189,India,GPE,,
spurious_entity,189,1.5-degree,QUANTITY,,
spurious_entity,189,G20,ORG,,
spurious_entity,190,The Global Methane Pledge,WORK_OF_ART,,
spurious_entity,190,Glasgow,GPE,,
spurious_entity,190,over 150,CARDINAL,,
spurious_entity,190,30%,PERCENT,,
spurious_entity,190,2020,DATE,,
spurious_entity,190,2030,DATE,,
spurious_entity,190,0.2 degrees Celsius,QUANTITY,,
spurious_entity,190,2050,DATE,,
spurious_entity,192,The World Economic Forum's,ORG,,
spurious_entity,192,Global Risks Report,ORG,,
spurious_entity,192,2024,DATE,,
spurious_entity,192,two,CARDINAL,,
spurious_entity,192,10-year,DATE,,
spurious_entity,193,the European Space Agency's,ORG,,
spurious_entity,193,the Jordan Valley,LOC,,
spurious_entity,193,18%,PERCENT,,
spurious_entity,193,between 2015 and 2023,DATE,,
spurious_entity,195,The Blue Carbon Initiative,ORG,,
spurious_entity,195,up to 10,CARDINAL,,
spurious_entity,195,The Gulf of Aqaba's,FAC,,
spurious_entity,195,approximately 400 hectares,QUANTITY,,
spurious_entity,195,Jordanian,NORP,,
spurious_entity,195,"an estimated 1,800",CARDINAL,,
spurious_entity,195,annually,DATE,,
spurious_entity,197,The Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services,ORG,,
spurious_entity,197,1 million,CARDINAL,,
spurious_entity,197,17 kilometers,QUANTITY,,
spurious_entity,197,11 meters,QUANTITY,,
spurious_entity,197,"100 to 1,000",CARDINAL,,
spurious_entity,198,Middle Eastern,NORP,,
spurious_entity,198,summer,DATE,,
spurious_entity,198,60-80%,PERCENT,,
spurious_entity,198,over 30%,PERCENT,,
spurious_entity,198,Dubai,GPE,,
spurious_entity,198,Sustainable City,GPE,,
spurious_entity,198,40%,PERCENT,,
spurious_entity,200,The Global Landscape of Climate Finance,WORK_OF_ART,,
spurious_entity,200,2023,DATE,,
spurious_entity,200,the Climate Policy Initiative,ORG,,
spurious_entity,200,$1.27 trillion,MONEY,,
spurious_entity,200,2021-2022,DATE,,
spurious_entity,200,63%,PERCENT,,
spurious_entity,200,$8.1 trillion,MONEY,,
spurious_entity,200,annually,DATE,,
spurious_entity,200,2030,DATE,,
spurious_entity,200,1.5 degrees,QUANTITY,,
spurious_entity,200,94%,PERCENT,,
spurious_entity,200,only 6%,PERCENT,,
missing_entity,1,,,Sixth Assessment Report,WORK_OF_ART
missing_entity,1,,,1.5 degrees Celsius,QUANTITY
missing_entity,1,,,2030,DATE
missing_entity,1,,,Antonio Guterres,PERSON
missing_entity,1,,,COP,ORG
missing_entity,2,,,COP28,ORG
missing_entity,2,,,190 nations,QUANTITY
missing_entity,2,,,United Arab Emirates,GPE
missing_entity,2,,,2030,DATE
missing_entity,3,,,World Bank,ORG
missing_entity,3,,,June 2024,DATE
missing_entity,3,,,Sub-Saharan Africa,LOC
missing_entity,3,,,South Asia,LOC
missing_entity,3,,,Ajay Banga,PERSON
missing_entity,4,,,2022,DATE
missing_entity,4,,,31%,QUANTITY
missing_entity,4,,,2030,DATE
missing_entity,4,,,Ministry of Environment,ORG
missing_entity,4,,,UNDP,ORG
missing_entity,4,,,European Union,ORG
missing_entity,5,,,Bonn Climate Change Conference,EVENT
missing_entity,5,,,June 2024,DATE
missing_entity,5,,,Paris Agreement,LAW
missing_entity,5,,,February 2025,DATE
missing_entity,6,,,European Union,ORG
missing_entity,6,,,Carbon Border Adjustment Mechanism,LAW
missing_entity,6,,,October 2023,DATE
missing_entity,6,,,EU,ORG
missing_entity,6,,,January 2026,DATE
missing_entity,7,,,United Nations General Assembly,ORG
missing_entity,7,,,Climate Ambition Summit,EVENT
missing_entity,7,,,New York,GPE
missing_entity,7,,,Paris Agreement,LAW
missing_entity,8,,,2023,DATE
missing_entity,8,,,735 million people,QUANTITY
missing_entity,8,,,2022,DATE
missing_entity,8,,,FAO,ORG
missing_entity,8,,,Qu Dongyu,PERSON
missing_entity,8,,,$4 billion,MONEY
missing_entity,9,,,Green Climate Fund,ORG
missing_entity,9,,,Songdo,GPE
missing_entity,9,,,South Korea,GPE
missing_entity,9,,,$150 million,MONEY
missing_entity,9,,,Bangladesh,GPE
missing_entity,9,,,$90 million,MONEY
missing_entity,9,,,Congo Basin,LOC
missing_entity,9,,,$45 million,MONEY
missing_entity,9,,,Jordan,GPE
missing_entity,9,,,$12 billion,MONEY
missing_entity,10,,,Xie Zhenhua,PERSON
missing_entity,10,,,US,GPE
missing_entity,10,,,John Kerry,PERSON
missing_entity,10,,,Sunnylands,LOC
missing_entity,10,,,California,GPE
missing_entity,10,,,November 2023,DATE
missing_entity,10,,,Paris Agreement,LAW
missing_entity,10,,,COP28,ORG
